2452641,1/1/2003
2452642,1/2/2003
2452643,1/3/2003
2452644,1/4/2003
2452645,1/5/2003
2452646,1/6/2003
2452647,1/7/2003
2452648,1/8/2003
2452649,1/9/2003
2452650,1/10/2003
2452651,1/11/2003
2452652,1/12/2003
2452653,1/13/2003
2452654,1/14/2003
2452655,1/15/2003
2452656,1/16/2003
2452657,1/17/2003
2452658,1/18/2003
2452659,1/19/2003
2452660,1/20/2003
2452661,1/21/2003
2452662,1/22/2003
2452663,1/23/2003
2452664,1/24/2003
2452665,1/25/2003
2452666,1/26/2003
2452667,1/27/2003
2452668,1/28/2003
2452669,1/29/2003
2452670,1/30/2003
2452671,1/31/2003
2452672,2/1/2003
2452673,2/2/2003
2452674,2/3/2003
2452675,2/4/2003
2452676,2/5/2003
2452677,2/6/2003
2452678,2/7/2003
2452679,2/8/2003
2452680,2/9/2003
2452681,2/10/2003
2452682,2/11/2003
2452683,2/12/2003
2452684,2/13/2003
2452685,2/14/2003
2452686,2/15/2003
2452687,2/16/2003
2452688,2/17/2003
2452689,2/18/2003
2452690,2/19/2003
2452691,2/20/2003
2452692,2/21/2003
2452693,2/22/2003
2452694,2/23/2003
2452695,2/24/2003
2452696,2/25/2003
2452697,2/26/2003
2452698,2/27/2003
2452699,2/28/2003
2452700,3/1/2003
2452701,3/2/2003
2452702,3/3/2003
2452703,3/4/2003
2452704,3/5/2003
2452705,3/6/2003
2452706,3/7/2003
2452707,3/8/2003
2452708,3/9/2003
2452709,3/10/2003
2452710,3/11/2003
2452711,3/12/2003
2452712,3/13/2003
2452713,3/14/2003
2452714,3/15/2003
2452715,3/16/2003
2452716,3/17/2003
2452717,3/18/2003
2452718,3/19/2003
2452719,3/20/2003
2452720,3/21/2003
2452721,3/22/2003
2452722,3/23/2003
2452723,3/24/2003
2452724,3/25/2003
2452725,3/26/2003
2452726,3/27/2003
2452727,3/28/2003
2452728,3/29/2003
2452729,3/30/2003
2452730,3/31/2003
2452731,4/1/2003
2452732,4/2/2003
2452733,4/3/2003
2452734,4/4/2003
2452735,4/5/2003
2452736,4/6/2003
2452737,4/7/2003
2452738,4/8/2003
2452739,4/9/2003
2452740,4/10/2003
2452741,4/11/2003
2452742,4/12/2003
2452743,4/13/2003
2452744,4/14/2003
2452745,4/15/2003
2452746,4/16/2003
2452747,4/17/2003
2452748,4/18/2003
2452749,4/19/2003
2452750,4/20/2003
2452751,4/21/2003
2452752,4/22/2003
2452753,4/23/2003
2452754,4/24/2003
2452755,4/25/2003
2452756,4/26/2003
2452757,4/27/2003
2452758,4/28/2003
2452759,4/29/2003
2452760,4/30/2003
2452761,5/1/2003
2452762,5/2/2003
2452763,5/3/2003
2452764,5/4/2003
2452765,5/5/2003
2452766,5/6/2003
2452767,5/7/2003
2452768,5/8/2003
2452769,5/9/2003
2452770,5/10/2003
2452771,5/11/2003
2452772,5/12/2003
2452773,5/13/2003
2452774,5/14/2003
2452775,5/15/2003
2452776,5/16/2003
2452777,5/17/2003
2452778,5/18/2003
2452779,5/19/2003
2452780,5/20/2003
2452781,5/21/2003
2452782,5/22/2003
2452783,5/23/2003
2452784,5/24/2003
2452785,5/25/2003
2452786,5/26/2003
2452787,5/27/2003
2452788,5/28/2003
2452789,5/29/2003
2452790,5/30/2003
2452791,5/31/2003
2452792,6/1/2003
2452793,6/2/2003
2452794,6/3/2003
2452795,6/4/2003
2452796,6/5/2003
2452797,6/6/2003
2452798,6/7/2003
2452799,6/8/2003
2452800,6/9/2003
2452801,6/10/2003
2452802,6/11/2003
2452803,6/12/2003
2452804,6/13/2003
2452805,6/14/2003
2452806,6/15/2003
2452807,6/16/2003
2452808,6/17/2003
2452809,6/18/2003
2452810,6/19/2003
2452811,6/20/2003
2452812,6/21/2003
2452813,6/22/2003
2452814,6/23/2003
2452815,6/24/2003
2452816,6/25/2003
2452817,6/26/2003
2452818,6/27/2003
2452819,6/28/2003
2452820,6/29/2003
2452821,6/30/2003
2452822,7/1/2003
2452823,7/2/2003
2452824,7/3/2003
2452825,7/4/2003
2452826,7/5/2003
2452827,7/6/2003
2452828,7/7/2003
2452829,7/8/2003
2452830,7/9/2003
2452831,7/10/2003
2452832,7/11/2003
2452833,7/12/2003
2452834,7/13/2003
2452835,7/14/2003
2452836,7/15/2003
2452837,7/16/2003
2452838,7/17/2003
2452839,7/18/2003
2452840,7/19/2003
2452841,7/20/2003
2452842,7/21/2003
2452843,7/22/2003
2452844,7/23/2003
2452845,7/24/2003
2452846,7/25/2003
2452847,7/26/2003
2452848,7/27/2003
2452849,7/28/2003
2452850,7/29/2003
2452851,7/30/2003
2452852,7/31/2003
2452853,8/1/2003
2452854,8/2/2003
2452855,8/3/2003
2452856,8/4/2003
2452857,8/5/2003
2452858,8/6/2003
2452859,8/7/2003
2452860,8/8/2003
2452861,8/9/2003
2452862,8/10/2003
2452863,8/11/2003
2452864,8/12/2003
2452865,8/13/2003
2452866,8/14/2003
2452867,8/15/2003
2452868,8/16/2003
2452869,8/17/2003
2452870,8/18/2003
2452871,8/19/2003
2452872,8/20/2003
2452873,8/21/2003
2452874,8/22/2003
2452875,8/23/2003
2452876,8/24/2003
2452877,8/25/2003
2452878,8/26/2003
2452879,8/27/2003
2452880,8/28/2003
2452881,8/29/2003
2452882,8/30/2003
2452883,8/31/2003
2452884,9/1/2003
2452885,9/2/2003
2452886,9/3/2003
2452887,9/4/2003
2452888,9/5/2003
2452889,9/6/2003
2452890,9/7/2003
2452891,9/8/2003
2452892,9/9/2003
2452893,9/10/2003
2452894,9/11/2003
2452895,9/12/2003
2452896,9/13/2003
2452897,9/14/2003
2452898,9/15/2003
2452899,9/16/2003
2452900,9/17/2003
2452901,9/18/2003
2452902,9/19/2003
2452903,9/20/2003
2452904,9/21/2003
2452905,9/22/2003
2452906,9/23/2003
2452907,9/24/2003
2452908,9/25/2003
2452909,9/26/2003
2452910,9/27/2003
2452911,9/28/2003
2452912,9/29/2003
2452913,9/30/2003
2452914,10/1/2003
2452915,10/2/2003
2452916,10/3/2003
2452917,10/4/2003
2452918,10/5/2003
2452919,10/6/2003
2452920,10/7/2003
2452921,10/8/2003
2452922,10/9/2003
2452923,10/10/2003
2452924,10/11/2003
2452925,10/12/2003
2452926,10/13/2003
2452927,10/14/2003
2452928,10/15/2003
2452929,10/16/2003
2452930,10/17/2003
2452931,10/18/2003
2452932,10/19/2003
2452933,10/20/2003
2452934,10/21/2003
2452935,10/22/2003
2452936,10/23/2003
2452937,10/24/2003
2452938,10/25/2003
2452939,10/26/2003
2452940,10/27/2003
2452941,10/28/2003
2452942,10/29/2003
2452943,10/30/2003
2452944,10/31/2003
2452945,11/1/2003
2452946,11/2/2003
2452947,11/3/2003
2452948,11/4/2003
2452949,11/5/2003
2452950,11/6/2003
2452951,11/7/2003
2452952,11/8/2003
2452953,11/9/2003
2452954,11/10/2003
2452955,11/11/2003
2452956,11/12/2003
2452957,11/13/2003
2452958,11/14/2003
2452959,11/15/2003
2452960,11/16/2003
2452961,11/17/2003
2452962,11/18/2003
2452963,11/19/2003
2452964,11/20/2003
2452965,11/21/2003
2452966,11/22/2003
2452967,11/23/2003
2452968,11/24/2003
2452969,11/25/2003
2452970,11/26/2003
2452971,11/27/2003
2452972,11/28/2003
2452973,11/29/2003
2452974,11/30/2003
2452975,12/1/2003
2452976,12/2/2003
2452977,12/3/2003
2452978,12/4/2003
2452979,12/5/2003
2452980,12/6/2003
2452981,12/7/2003
2452982,12/8/2003
2452983,12/9/2003
2452984,12/10/2003
2452985,12/11/2003
2452986,12/12/2003
2452987,12/13/2003
2452988,12/14/2003
2452989,12/15/2003
2452990,12/16/2003
2452991,12/17/2003
2452992,12/18/2003
2452993,12/19/2003
2452994,12/20/2003
2452995,12/21/2003
2452996,12/22/2003
2452997,12/23/2003
2452998,12/24/2003
2452999,12/25/2003
2453000,12/26/2003
2453001,12/27/2003
2453002,12/28/2003
2453003,12/29/2003
2453004,12/30/2003
2453005,12/31/2003
2453006,1/1/2004
2453007,1/2/2004
2453008,1/3/2004
2453009,1/4/2004
2453010,1/5/2004
2453011,1/6/2004
2453012,1/7/2004
2453013,1/8/2004
2453014,1/9/2004
2453015,1/10/2004
2453016,1/11/2004
2453017,1/12/2004
2453018,1/13/2004
2453019,1/14/2004
2453020,1/15/2004
2453021,1/16/2004
2453022,1/17/2004
2453023,1/18/2004
2453024,1/19/2004
2453025,1/20/2004
2453026,1/21/2004
2453027,1/22/2004
2453028,1/23/2004
2453029,1/24/2004
2453030,1/25/2004
2453031,1/26/2004
2453032,1/27/2004
2453033,1/28/2004
2453034,1/29/2004
2453035,1/30/2004
2453036,1/31/2004
2453037,2/1/2004
2453038,2/2/2004
2453039,2/3/2004
2453040,2/4/2004
2453041,2/5/2004
2453042,2/6/2004
2453043,2/7/2004
2453044,2/8/2004
2453045,2/9/2004
2453046,2/10/2004
2453047,2/11/2004
2453048,2/12/2004
2453049,2/13/2004
2453050,2/14/2004
2453051,2/15/2004
2453052,2/16/2004
2453053,2/17/2004
2453054,2/18/2004
2453055,2/19/2004
2453056,2/20/2004
2453057,2/21/2004
2453058,2/22/2004
2453059,2/23/2004
2453060,2/24/2004
2453061,2/25/2004
2453062,2/26/2004
2453063,2/27/2004
2453064,2/28/2004
2453065,2/29/2004
2453066,3/1/2004
2453067,3/2/2004
2453068,3/3/2004
2453069,3/4/2004
2453070,3/5/2004
2453071,3/6/2004
2453072,3/7/2004
2453073,3/8/2004
2453074,3/9/2004
2453075,3/10/2004
2453076,3/11/2004
2453077,3/12/2004
2453078,3/13/2004
2453079,3/14/2004
2453080,3/15/2004
2453081,3/16/2004
2453082,3/17/2004
2453083,3/18/2004
2453084,3/19/2004
2453085,3/20/2004
2453086,3/21/2004
2453087,3/22/2004
2453088,3/23/2004
2453089,3/24/2004
2453090,3/25/2004
2453091,3/26/2004
2453092,3/27/2004
2453093,3/28/2004
2453094,3/29/2004
2453095,3/30/2004
2453096,3/31/2004
2453097,4/1/2004
2453098,4/2/2004
2453099,4/3/2004
2453100,4/4/2004
2453101,4/5/2004
2453102,4/6/2004
2453103,4/7/2004
2453104,4/8/2004
2453105,4/9/2004
2453106,4/10/2004
2453107,4/11/2004
2453108,4/12/2004
2453109,4/13/2004
2453110,4/14/2004
2453111,4/15/2004
2453112,4/16/2004
2453113,4/17/2004
2453114,4/18/2004
2453115,4/19/2004
2453116,4/20/2004
2453117,4/21/2004
2453118,4/22/2004
2453119,4/23/2004
2453120,4/24/2004
2453121,4/25/2004
2453122,4/26/2004
2453123,4/27/2004
2453124,4/28/2004
2453125,4/29/2004
2453126,4/30/2004
2453127,5/1/2004
2453128,5/2/2004
2453129,5/3/2004
2453130,5/4/2004
2453131,5/5/2004
2453132,5/6/2004
2453133,5/7/2004
2453134,5/8/2004
2453135,5/9/2004
2453136,5/10/2004
2453137,5/11/2004
2453138,5/12/2004
2453139,5/13/2004
2453140,5/14/2004
2453141,5/15/2004
2453142,5/16/2004
2453143,5/17/2004
2453144,5/18/2004
2453145,5/19/2004
2453146,5/20/2004
2453147,5/21/2004
2453148,5/22/2004
2453149,5/23/2004
2453150,5/24/2004
2453151,5/25/2004
2453152,5/26/2004
2453153,5/27/2004
2453154,5/28/2004
2453155,5/29/2004
2453156,5/30/2004
2453157,5/31/2004
2453158,6/1/2004
2453159,6/2/2004
2453160,6/3/2004
2453161,6/4/2004
2453162,6/5/2004
2453163,6/6/2004
2453164,6/7/2004
2453165,6/8/2004
2453166,6/9/2004
2453167,6/10/2004
2453168,6/11/2004
2453169,6/12/2004
2453170,6/13/2004
2453171,6/14/2004
2453172,6/15/2004
2453173,6/16/2004
2453174,6/17/2004
2453175,6/18/2004
2453176,6/19/2004
2453177,6/20/2004
2453178,6/21/2004
2453179,6/22/2004
2453180,6/23/2004
2453181,6/24/2004
2453182,6/25/2004
2453183,6/26/2004
2453184,6/27/2004
2453185,6/28/2004
2453186,6/29/2004
2453187,6/30/2004
2453188,7/1/2004
2453189,7/2/2004
2453190,7/3/2004
2453191,7/4/2004
2453192,7/5/2004
2453193,7/6/2004
2453194,7/7/2004
2453195,7/8/2004
2453196,7/9/2004
2453197,7/10/2004
2453198,7/11/2004
2453199,7/12/2004
2453200,7/13/2004
2453201,7/14/2004
2453202,7/15/2004
2453203,7/16/2004
2453204,7/17/2004
2453205,7/18/2004
2453206,7/19/2004
2453207,7/20/2004
2453208,7/21/2004
2453209,7/22/2004
2453210,7/23/2004
2453211,7/24/2004
2453212,7/25/2004
2453213,7/26/2004
2453214,7/27/2004
2453215,7/28/2004
2453216,7/29/2004
2453217,7/30/2004
2453218,7/31/2004
2453219,8/1/2004
2453220,8/2/2004
2453221,8/3/2004
2453222,8/4/2004
2453223,8/5/2004
2453224,8/6/2004
2453225,8/7/2004
2453226,8/8/2004
2453227,8/9/2004
2453228,8/10/2004
2453229,8/11/2004
2453230,8/12/2004
2453231,8/13/2004
2453232,8/14/2004
2453233,8/15/2004
2453234,8/16/2004
2453235,8/17/2004
2453236,8/18/2004
2453237,8/19/2004
2453238,8/20/2004
2453239,8/21/2004
2453240,8/22/2004
2453241,8/23/2004
2453242,8/24/2004
2453243,8/25/2004
2453244,8/26/2004
2453245,8/27/2004
2453246,8/28/2004
2453247,8/29/2004
2453248,8/30/2004
2453249,8/31/2004
2453250,9/1/2004
2453251,9/2/2004
2453252,9/3/2004
2453253,9/4/2004
2453254,9/5/2004
2453255,9/6/2004
2453256,9/7/2004
2453257,9/8/2004
2453258,9/9/2004
2453259,9/10/2004
2453260,9/11/2004
2453261,9/12/2004
2453262,9/13/2004
2453263,9/14/2004
2453264,9/15/2004
2453265,9/16/2004
2453266,9/17/2004
2453267,9/18/2004
2453268,9/19/2004
2453269,9/20/2004
2453270,9/21/2004
2453271,9/22/2004
2453272,9/23/2004
2453273,9/24/2004
2453274,9/25/2004
2453275,9/26/2004
2453276,9/27/2004
2453277,9/28/2004
2453278,9/29/2004
2453279,9/30/2004
2453280,10/1/2004
2453281,10/2/2004
2453282,10/3/2004
2453283,10/4/2004
2453284,10/5/2004
2453285,10/6/2004
2453286,10/7/2004
2453287,10/8/2004
2453288,10/9/2004
2453289,10/10/2004
2453290,10/11/2004
2453291,10/12/2004
2453292,10/13/2004
2453293,10/14/2004
2453294,10/15/2004
2453295,10/16/2004
2453296,10/17/2004
2453297,10/18/2004
2453298,10/19/2004
2453299,10/20/2004
2453300,10/21/2004
2453301,10/22/2004
2453302,10/23/2004
2453303,10/24/2004
2453304,10/25/2004
2453305,10/26/2004
2453306,10/27/2004
2453307,10/28/2004
2453308,10/29/2004
2453309,10/30/2004
2453310,10/31/2004
2453311,11/1/2004
2453312,11/2/2004
2453313,11/3/2004
2453314,11/4/2004
2453315,11/5/2004
2453316,11/6/2004
2453317,11/7/2004
2453318,11/8/2004
2453319,11/9/2004
2453320,11/10/2004
2453321,11/11/2004
2453322,11/12/2004
2453323,11/13/2004
2453324,11/14/2004
2453325,11/15/2004
2453326,11/16/2004
2453327,11/17/2004
2453328,11/18/2004
2453329,11/19/2004
2453330,11/20/2004
2453331,11/21/2004
2453332,11/22/2004
2453333,11/23/2004
2453334,11/24/2004
2453335,11/25/2004
2453336,11/26/2004
2453337,11/27/2004
2453338,11/28/2004
2453339,11/29/2004
2453340,11/30/2004
2453341,12/1/2004
2453342,12/2/2004
2453343,12/3/2004
2453344,12/4/2004
2453345,12/5/2004
2453346,12/6/2004
2453347,12/7/2004
2453348,12/8/2004
2453349,12/9/2004
2453350,12/10/2004
2453351,12/11/2004
2453352,12/12/2004
2453353,12/13/2004
2453354,12/14/2004
2453355,12/15/2004
2453356,12/16/2004
2453357,12/17/2004
2453358,12/18/2004
2453359,12/19/2004
2453360,12/20/2004
2453361,12/21/2004
2453362,12/22/2004
2453363,12/23/2004
2453364,12/24/2004
2453365,12/25/2004
2453366,12/26/2004
2453367,12/27/2004
2453368,12/28/2004
2453369,12/29/2004
2453370,12/30/2004
2453371,12/31/2004
2453372,1/1/2005
2453373,1/2/2005
2453374,1/3/2005
2453375,1/4/2005
2453376,1/5/2005
2453377,1/6/2005
2453378,1/7/2005
2453379,1/8/2005
2453380,1/9/2005
2453381,1/10/2005
2453382,1/11/2005
2453383,1/12/2005
2453384,1/13/2005
2453385,1/14/2005
2453386,1/15/2005
2453387,1/16/2005
2453388,1/17/2005
2453389,1/18/2005
2453390,1/19/2005
2453391,1/20/2005
2453392,1/21/2005
2453393,1/22/2005
2453394,1/23/2005
2453395,1/24/2005
2453396,1/25/2005
2453397,1/26/2005
2453398,1/27/2005
2453399,1/28/2005
2453400,1/29/2005
2453401,1/30/2005
2453402,1/31/2005
2453403,2/1/2005
2453404,2/2/2005
2453405,2/3/2005
2453406,2/4/2005
2453407,2/5/2005
2453408,2/6/2005
2453409,2/7/2005
2453410,2/8/2005
2453411,2/9/2005
2453412,2/10/2005
2453413,2/11/2005
2453414,2/12/2005
2453415,2/13/2005
2453416,2/14/2005
2453417,2/15/2005
2453418,2/16/2005
2453419,2/17/2005
2453420,2/18/2005
2453421,2/19/2005
2453422,2/20/2005
2453423,2/21/2005
2453424,2/22/2005
2453425,2/23/2005
2453426,2/24/2005
2453427,2/25/2005
2453428,2/26/2005
2453429,2/27/2005
2453430,2/28/2005
2453431,3/1/2005
2453432,3/2/2005
2453433,3/3/2005
2453434,3/4/2005
2453435,3/5/2005
2453436,3/6/2005
2453437,3/7/2005
2453438,3/8/2005
2453439,3/9/2005
2453440,3/10/2005
2453441,3/11/2005
2453442,3/12/2005
2453443,3/13/2005
2453444,3/14/2005
2453445,3/15/2005
2453446,3/16/2005
2453447,3/17/2005
2453448,3/18/2005
2453449,3/19/2005
2453450,3/20/2005
2453451,3/21/2005
2453452,3/22/2005
2453453,3/23/2005
2453454,3/24/2005
2453455,3/25/2005
2453456,3/26/2005
2453457,3/27/2005
2453458,3/28/2005
2453459,3/29/2005
2453460,3/30/2005
2453461,3/31/2005
2453462,4/1/2005
2453463,4/2/2005
2453464,4/3/2005
2453465,4/4/2005
2453466,4/5/2005
2453467,4/6/2005
2453468,4/7/2005
2453469,4/8/2005
2453470,4/9/2005
2453471,4/10/2005
2453472,4/11/2005
2453473,4/12/2005
2453474,4/13/2005
2453475,4/14/2005
2453476,4/15/2005
2453477,4/16/2005
2453478,4/17/2005
2453479,4/18/2005
2453480,4/19/2005
2453481,4/20/2005
2453482,4/21/2005
2453483,4/22/2005
2453484,4/23/2005
2453485,4/24/2005
2453486,4/25/2005
2453487,4/26/2005
2453488,4/27/2005
2453489,4/28/2005
2453490,4/29/2005
2453491,4/30/2005
2453492,5/1/2005
2453493,5/2/2005
2453494,5/3/2005
2453495,5/4/2005
2453496,5/5/2005
2453497,5/6/2005
2453498,5/7/2005
2453499,5/8/2005
2453500,5/9/2005
2453501,5/10/2005
2453502,5/11/2005
2453503,5/12/2005
2453504,5/13/2005
2453505,5/14/2005
2453506,5/15/2005
2453507,5/16/2005
2453508,5/17/2005
2453509,5/18/2005
2453510,5/19/2005
2453511,5/20/2005
2453512,5/21/2005
2453513,5/22/2005
2453514,5/23/2005
2453515,5/24/2005
2453516,5/25/2005
2453517,5/26/2005
2453518,5/27/2005
2453519,5/28/2005
2453520,5/29/2005
2453521,5/30/2005
2453522,5/31/2005
2453523,6/1/2005
2453524,6/2/2005
2453525,6/3/2005
2453526,6/4/2005
2453527,6/5/2005
2453528,6/6/2005
2453529,6/7/2005
2453530,6/8/2005
2453531,6/9/2005
2453532,6/10/2005
2453533,6/11/2005
2453534,6/12/2005
2453535,6/13/2005
2453536,6/14/2005
2453537,6/15/2005
2453538,6/16/2005
2453539,6/17/2005
2453540,6/18/2005
2453541,6/19/2005
2453542,6/20/2005
2453543,6/21/2005
2453544,6/22/2005
2453545,6/23/2005
2453546,6/24/2005
